column,"螺纹钢（Φ16-25mm,HRB400）_fixed_GR","线材（Φ6.5mm,HPB300）_fixed_GR","普通中板（20mm,Q235）_fixed_GR","热轧普通薄板（3mm,Q235）_fixed_GR","无缝钢管（219*6,20#）_fixed_GR",角钢（5#）_fixed_GR,电解铜（1#）_fixed_GR,铝锭（A00）_fixed_GR,铅锭（1#）_fixed_GR,锌锭（0#）_fixed_GR,硫酸（98%）_fixed_GR,烧碱(液碱，32%)_fixed_GR,甲醇（优等品）_fixed_GR,纯苯（石油苯，工业级）_fixed_GR,苯乙烯（一级品）_fixed_GR,聚乙烯（LLDPE，7042）_fixed_GR,聚丙烯（T30S）_fixed_GR,聚氯乙烯（SG5）_fixed_GR,顺丁胶（BR9000）_fixed_GR,涤纶长丝（FDY150D/96F）_fixed_GR,液化天然气（LNG）_fixed_GR,液化石油气（LPG）_fixed_GR,汽油（97#）_fixed_GR,汽油（93#）_fixed_GR,柴油（0#）_fixed_GR,石蜡（58#半）_fixed_GR,无烟煤（2号洗中块）_fixed_GR,普通混煤（4500大卡）_fixed_GR,山西大混（5000大卡）_fixed_GR,山西优混（5500大卡）_fixed_GR,大同混煤（5800大卡）_fixed_GR,焦煤（1/3焦煤）_fixed_GR,焦炭（二级冶金焦）_fixed_GR,复合硅酸盐水泥（P.C 32.5袋装）_fixed_GR,普通硅酸盐水泥（P.O 42.5散装）_fixed_GR,浮法平板玻璃（4.8/5mm）_fixed_GR,稻米（粳稻米）_fixed_GR,小麦（国标三等）_fixed_GR,玉米（黄玉米二等）_fixed_GR,棉花（皮棉，白棉三级）_fixed_GR,生猪（外三元）_fixed_GR,大豆（黄豆）_fixed_GR,豆粕（粗蛋白含量≥43%）_fixed_GR,花生（油料花生米）_fixed_GR,尿素（小颗料）_fixed_GR,复合肥（硫酸钾复合肥）_fixed_GR,农药(草甘膦，95%原药）_fixed_GR,纸浆（漂白化学浆）_fixed_GR,瓦楞纸（高强）_fixed_GR,黑色金属GR,有色金属GR,化工产品GR,石油天然气GR,煤炭GR,非金属建材GR,农产品GR,农业生产资料GR,林产品GR,总增长率9
硫酸（98%）_fixed_GR,0.6358017157864632,0.6046540519839135,0.5761578139384548,0.5351230621228938,0.683615568320072,0.6579509131018634,0.582044063439412,0.54908060713229,0.3670678236018194,0.5851043290363208,1.0000000000000002,0.32760117079747986,0.5884029576147035,0.4868052109396593,0.5091921482176868,0.4596853820389837,0.36664675927393237,0.5100488855175657,0.48917416250759393,0.4777191858920849,0.725653949236203,0.5382935360710778,0.581780481670186,0.6294553116155263,0.5123419673808987,0.5545944667134594,0.5769115442453568,0.5604036075838836,0.5369647371553232,0.5675755353975264,0.5868105368838327,0.6902799222540903,0.6346532183854332,0.5534559580381825,0.38968623071435743,0.5482521277635386,0.5939741494743248,0.5816378881999367,0.5902492125814999,0.5829053337211094,0.5071252268001835,0.5224835495356455,0.496176542598073,0.46988471763477735,0.6222629226980719,0.6903270336866661,0.6033963935292674,0.6740342583206086,0.48483668520357276,0.6577705938616228,0.608133713731441,0.6105210610403866,0.6528533223903606,0.6416353725433065,0.5698206367769351,0.5753937116765993,0.6655769468857939,0.7435593479511106,0.709064758730327
烧碱(液碱，32%)_fixed_GR,0.5028114799116478,0.5148435682472787,0.5841327141845365,0.5622603432354959,0.6015761719395145,0.5911530695974996,0.5366628266192845,0.4962429906330789,0.7713734341336561,0.7336633217445537,0.32760117079747986,1.0000000000000002,0.5988227566486997,0.5564196924035001,0.5356982866914606,0.511282364459576,0.39596970898133454,0.4870752819623567,0.6286405081689042,0.6468988169024501,0.3427611173480931,0.37030158073144553,0.33246066033595245,0.44299032918226977,0.4395512620722584,0.5116363845209667,0.5974744600732625,0.7135356828519365,0.7508075319628121,0.8383123991735456,0.7388254239129659,0.8479117415995894,0.5200472783025454,0.7000720819170022,0.4738099269780902,0.5876508766613316,0.6451364125029942,0.4557364144266908,0.6658006824702908,0.6978571438610917,0.5386599822142449,0.5531867243556828,0.252566647954158,0.6498914274963544,0.39787675430477754,0.7788127425641292,0.5815174382275297,0.6131491802244613,0.5656362332243998,0.5379617958900279,0.6483421689344353,0.6570266085409735,0.3884823537042942,0.6089248695068264,0.5774245368913409,0.4123537711194837,0.5298470953090392,0.6083404298039455,0.5757177438211752
甲醇（优等品）_fixed_GR,0.5772253406001763,0.5736758255813422,0.6012804524691916,0.5666390480637515,0.7661198511492864,0.6951437956683402,0.5692036611446896,0.4750145092553564,0.5100555007648995,0.7558957769916381,0.5884029576147035,0.5988227566486997,1.0000000000000002,0.783237800919942,0.6735838159543298,0.43686539602751595,0.5956455758288306,0.44996824630169424,0.7370566203697021,0.5916205307058279,0.421859163332118,0.663697193743568,0.5286902188530282,0.6387006793582846,0.6237730113568947,0.5615331105005317,0.6737096288648616,0.6396619176764695,0.677453959219047,0.5334800623374164,0.5869250099087862,0.6769017444738384,0.5412051800420277,0.44678952040187736,0.4110081171751203,0.37508031981256723,0.4237196329542968,0.636748200516228,0.5759213156776193,0.75094301516818,0.5236681264997014,0.4913794412341254,0.44041570071327546,0.39547184509099736,0.5378063285584505,0.4346267854316289,0.6017293956494181,0.7033636507812808,0.634600247884199,0.635245026987353,0.7187545927711745,0.876434912125605,0.660592909137074,0.5546184530902655,0.4308618833511192,0.2872294963679271,0.5604586342038702,0.7077154872723135,0.659939653716177
纯苯（石油苯，工业级）_fixed_GR,0.5562530201315464,0.5643927298049328,0.7025446699680306,0.6299374451939114,0.7416662817135128,0.7354026867195466,0.6205012681566439,0.48604250075308336,0.5313636961791033,0.6564748366664019,0.4868052109396593,0.5564196924035001,0.783237800919942,1.0000000000000002,0.7145089880645187,0.4052401480008237,0.3915603184639222,0.4437668134960622,0.7271195700697908,0.5014902864526439,0.44025935393930393,0.5713023616416258,0.5020828878583328,0.6328954777684073,0.5493635350502251,0.6381255033309734,0.649375409847693,0.5546375737020501,0.5358405111585205,0.49183088109199957,0.5118701078195995,0.758497234041736,0.43950298737203053,0.5477603980801514,0.5218927301316137,0.47652696145291196,0.5163906896455666,0.5851544887454242,0.5665603489993384,0.660836882651514,0.43965363724967166,0.4700397071117901,0.4235416560959654,0.4042963801978254,0.4974572671525586,0.4747320339211423,0.5410847093061257,0.6421645371079313,0.6327095351438901,0.6963908797019828,0.6672433237681581,0.7965654210766794,0.5559248152362539,0.4468166374726726,0.5092481812175902,0.5199175229396195,0.5012750264317728,0.6567608752913062,0.6039774099056583
苯乙烯（一级品）_fixed_GR,0.40259417801358754,0.4113389825896896,0.5513217805891735,0.5265277368716004,0.6270541929450195,0.5235225359112009,0.4636054284771596,0.3306669212510733,0.3989667983385018,0.5078660020383012,0.5091921482176868,0.5356982866914606,0.6735838159543298,0.7145089880645187,1.0000000000000002,0.45784913446319203,0.5238884719233248,0.32093462290523705,0.5845288729459136,0.5758233191693651,0.3981954999276976,0.3969293446961071,0.532617107512016,0.5193424345809141,0.45457955828179575,0.5614680149339266,0.5788706737680015,0.5189772479821159,0.5070896607926528,0.46391882770185533,0.48679697915384174,0.5940726866235185,0.4190307864942446,0.4756685167659545,0.42514426104271996,0.39615021384797844,0.4724811242077384,0.507116010977775,0.48938469815869756,0.603979588941199,0.44349403169099966,0.43250682345798,0.31268945272779847,0.4295924520075197,0.3928443493844993,0.3725910439201935,0.4325790410062274,0.5917966923278106,0.5087173125508675,0.5365743823442564,0.4691591732640859,0.6814622013357966,0.43559897800933356,0.37975063297534445,0.378598015821456,0.3045081629164454,0.37711847793761233,0.5188248381523047,0.503804864259971
聚乙烯（LLDPE，7042）_fixed_GR,0.4092571837810363,0.3897940965317031,0.5447791407001464,0.4607079045869674,0.6163880968394746,0.5746731940641907,0.3460376552927854,0.38978423043103627,0.5521932377253966,0.4122405791885409,0.4596853820389837,0.511282364459576,0.43686539602751595,0.4052401480008237,0.45784913446319203,1.0000000000000002,0.4587709326142443,0.4094993125203065,0.4355917402879024,0.48105974700731163,0.30436223931866674,0.3012653279821557,0.4052733135987727,0.2889742704903944,0.2915551419754631,0.655940837886068,0.4855725003182504,0.6209194934816077,0.6322049831116839,0.6038338720913232,0.5265953434985219,0.6526788612087496,0.36498129955675535,0.6340986270514468,0.4700512356073793,0.3414333803164224,0.7027499873203843,0.45405002740492406,0.49162792479847395,0.4605061049969766,0.5278710196557548,0.3999987563477748,0.26473606732433175,0.5315133568979745,0.3673328395737616,0.4410108791357808,0.30923421805202717,0.5084733182442912,0.45890607973238806,0.5034651005135649,0.4351826862261043,0.44095274798603795,0.34488507263999235,0.49871585485303005,0.46990624026976124,0.5304816487401481,0.36096221725791466,0.49207294330793405,0.5607662524155492
聚丙烯（T30S）_fixed_GR,0.49454512534308004,0.5280254428840871,0.4444127081757437,0.4853972392038653,0.64324656997521,0.5739288720659964,0.4421502945569379,0.360486533998456,0.4668613046841621,0.42218246018213573,0.36664675927393237,0.39596970898133454,0.5956455758288306,0.3915603184639222,0.5238884719233248,0.4587709326142443,1.0000000000000002,0.3778175358394125,0.4070088324138888,0.5563668370310507,0.41470917817662706,0.434153834090412,0.3296824693062704,0.5250201073020365,0.5241066071242985,0.42677611591233217,0.55386817338358,0.4845231683458413,0.47240310026574717,0.5152958279918338,0.5260900275940605,0.5829714075983827,0.45518012437620275,0.4848752686576836,0.41019694353146086,0.3097229286671864,0.3898535393509747,0.47733331721662814,0.33800690008520273,0.42588899182538154,0.43201649971040795,0.36489625937251763,0.3332795246606127,0.39853239274862234,0.4585988088130085,0.39801677964487886,0.6414915173385717,0.41520080411065746,0.43373395747177274,0.5173331641297514,0.46812654250450153,0.5465300925382898,0.4771753473232622,0.5974341671970392,0.34818919696306855,0.3263472678543794,0.6056463586228399,0.4836809132440692,0.6335898252782837
聚氯乙烯（SG5）_fixed_GR,0.6604260485917189,0.6829230510183684,0.738812024752191,0.7547727094216315,0.6602983944039214,0.6901483179776596,0.7075861629542805,0.7132226458402744,0.7146738477594013,0.6845718597105229,0.5100488855175657,0.4870752819623567,0.44996824630169424,0.4437668134960622,0.32093462290523705,0.4094993125203065,0.3778175358394125,1.0000000000000002,0.4373155844030069,0.4069761375905714,0.2746863464553127,0.36886393860484473,0.34165089205448756,0.4384588687809705,0.6329011564127602,0.38406033313359256,0.5909584525741023,0.7028273804367928,0.7182573054029088,0.7121597348753699,0.6822634432973279,0.680349480694473,0.7012406606668619,0.5969595307216282,0.5883389699656663,0.7272500105815897,0.5580921752291492,0.5090000849476678,0.6383131520638239,0.529911733327361,0.29090288335087905,0.647293423110111,0.4569211165398334,0.31561057386792746,0.5527892526152942,0.6101156474071395,0.611392008005977,0.4771405254318503,0.6429293906513839,0.7344804579035149,0.6736235636648705,0.5296586780497721,0.39773308494092996,0.6916259511480228,0.7172904053792417,0.47280323500429566,0.6150945618767566,0.6177674372833836,0.7115189242847011
顺丁胶（BR9000）_fixed_GR,0.5896628726889274,0.5723957323680421,0.6590897330003539,0.6361415950389325,0.7334827636732014,0.7252419449326634,0.5345329772432841,0.4740485851217541,0.560730881448755,0.6492175032579413,0.48917416250759393,0.6286405081689042,0.7370566203697021,0.7271195700697908,0.5845288729459136,0.4355917402879024,0.4070088324138888,0.4373155844030069,1.0000000000000002,0.5140846803479394,0.3530088379886698,0.4878255024034912,0.4294712973642429,0.49859648273562934,0.5523312583158904,0.5441104752590143,0.5993998038307811,0.5931848733144447,0.5778697532025386,0.5760390065416231,0.5685181647710146,0.7232245457679692,0.47911945586133026,0.4770877364748392,0.44623205631250873,0.40853217696574096,0.4853296460193528,0.6517145550483736,0.5881712231216433,0.7478156218008005,0.43636993249978323,0.48658758118733386,0.41332131560070023,0.35906929144644756,0.45568298710534294,0.5452723024996909,0.5427631510882549,0.6802722148005341,0.6301980120184952,0.6977928143353503,0.6552693019382296,0.8707910982603593,0.5455481886263028,0.4844771696303173,0.48535882423584903,0.274852852114257,0.6389077583409829,0.6852320317334614,0.6030533339628442
涤纶长丝（FDY150D/96F）_fixed_GR,0.5115122160136973,0.4536673332326297,0.5160461824300359,0.4614867781433069,0.6086370312842869,0.5716368004449571,0.5110217501586686,0.4138968511353566,0.6540204654637861,0.5638508276726371,0.4777191858920849,0.6468988169024501,0.5916205307058279,0.5014902864526439,0.5758233191693651,0.48105974700731163,0.5563668370310507,0.4069761375905714,0.5140846803479394,1.0000000000000002,0.38266713447118555,0.42892089263382466,0.4554818799767403,0.43109881529734106,0.4593068154413621,0.4981614280153339,0.5948960207240569,0.6404480229247,0.6671161126860452,0.6546791431007065,0.6449976827292163,0.6167267812259274,0.3831489451481419,0.6857919346275112,0.4465052700108746,0.4001909066846183,0.5272165653546437,0.40552097256692105,0.46051683856089887,0.6057486072767795,0.5539443151147638,0.5220029446020419,0.22176569156475487,0.659209095634211,0.4732388820806531,0.5139447929869694,0.5025296974463679,0.5425263113811722,0.4613420019662373,0.536196699332283,0.5088960689681793,0.6377236270129927,0.41309644825732605,0.4645391206084097,0.4087226989913753,0.4703655952005664,0.49507417747754584,0.5287346562720504,0.5402300272675307
液化天然气（LNG）_fixed_GR,0.495367633864427,0.5106883135856477,0.4538560690814918,0.45193339485545825,0.5107759402804768,0.5335759571438603,0.4699204517330528,0.36278552286262544,0.3052147041204031,0.4868026243732994,0.725653949236203,0.3427611173480931,0.421859163332118,0.44025935393930393,0.3981954999276976,0.30436223931866674,0.41470917817662706,0.2746863464553127,0.3530088379886698,0.38266713447118555,1.0000000000000002,0.5552418539161504,0.5488783542490155,0.5872415165057304,0.4842210542223109,0.4732358503585977,0.5567162058830718,0.4351844063897476,0.4253427405986426,0.49009153396358207,0.469071222286391,0.6124554279607564,0.467939930698939,0.3910430101835295,0.34879948913677644,0.39508933963197773,0.6237379270223902,0.5400315115611184,0.4806522150302403,0.570203818992787,0.537604690429516,0.38773485692772697,0.3154546224762479,0.4225936712485137,0.49346613267445677,0.5749490477518711,0.5246066633626071,0.4793903843821062,0.4164857315340687,0.5118239796611628,0.4792173525400537,0.42616685400787196,0.7727767034052659,0.5408531114488432,0.4469517357786106,0.3129634299548568,0.680227854466936,0.4830062181770751,0.6936352045194961
