,index,corr,g,m,total
20,液化天然气（LNG）_fixed_GR,0.8627231217919659,0.716604914478485,0.6385636894040889,0.7392972418915132
21,液化石油气（LPG）_fixed_GR,0.8371307291113383,0.7489534439438634,0.4455042784065777,0.6771961504872598
22,汽油（97#）_fixed_GR,0.7542854909056749,0.6418204407077759,0.2738298214874362,0.5566452510336289
23,汽油（93#）_fixed_GR,0.7669838707652279,0.6621830600088827,0.27128677064360973,0.5668179004725734
24,柴油（0#）_fixed_GR,0.062255589218413954,0.20333430792656326,0.15882137230084936,0.14147042314860886
25,石蜡（58#半）_fixed_GR,0.7778652207433681,0.6916850304203026,0.7725887386574608,0.7473796632737105
26,无烟煤（2号洗中块）_fixed_GR,0.8690689617088192,0.7928304001043529,0.7414550022339386,0.8011181213490369
27,普通混煤（4500大卡）_fixed_GR,0.8794609906120883,0.8157770728394491,0.708503109195455,0.8012470575489975
28,山西大混（5000大卡）_fixed_GR,0.8727000840507075,0.8120148523930661,0.5651824946558595,0.7499658103665444
29,山西优混（5500大卡）_fixed_GR,0.7233642552500162,0.6311582738190384,0.1203492159655557,0.49162391501153674
30,大同混煤（5800大卡）_fixed_GR,0.9263292818236957,0.8929467705369725,0.726673369741007,0.8486498073672251
31,焦煤（1/3焦煤）_fixed_GR,0.8269070827164963,0.8114171868344864,0.9464101613165221,0.8615781436225016
32,焦炭（二级冶金焦）_fixed_GR,0.73030197032804,0.6374049743746968,0.3031300322435675,0.5569456589821015
33,复合硅酸盐水泥（P.C 32.5袋装）_fixed_GR,0.636141150402026,0.6072078501584375,0.6654401339598537,0.6362630448401058
34,普通硅酸盐水泥（P.O 42.5散装）_fixed_GR,0.7842897455421621,0.8065228893040397,0.22337314965250132,0.6047285948329011
35,浮法平板玻璃（4.8/5mm）_fixed_GR,0.4896446253992122,0.41981815525456634,0.3462535267136375,0.41857210245580534
36,稻米（粳稻米）_fixed_GR,0.5066776851561493,0.3997634710819882,0.8588896892229403,0.5884436151536926
37,小麦（国标三等）_fixed_GR,0.5839433700331533,0.44732644427256485,0.6391390664750147,0.5568029602602443
38,玉米（黄玉米二等）_fixed_GR,0.2161095594470716,0.24204796997769273,0.22011039839903912,0.22608930927460116
39,棉花（皮棉，白棉三级）_fixed_GR,0.39904153734637576,0.38170335282720735,0.9468852522188516,0.5758767141308115
40,生猪（外三元）_fixed_GR,0.5214666944568106,0.6126313835208552,0.9447555897227617,0.6929512225668093
41,大豆（黄豆）_fixed_GR,0.19071537549696704,0.23267527339227168,0.4237223981394622,0.2823710156762336
42,豆粕（粗蛋白含量≥43%）_fixed_GR,0.4305411095894869,0.39711556999876496,0.4252175709454844,0.41762475017791206
43,花生（油料花生米）_fixed_GR,0.49041157233488464,0.4972751922994558,0.6391390664750147,0.5422752770364517
44,尿素（小颗料）_fixed_GR,0.8826687278292049,0.7550585209539358,0.6043725377387625,0.7473665955073011
45,复合肥（硫酸钾复合肥）_fixed_GR,0.8654359852768758,0.7944702017497811,0.5129372784540143,0.7242811551602237
46,农药(草甘膦，95%原药）_fixed_GR,0.6500961432563686,0.5803991334191057,0.0,0.41016509222515807
47,纸浆（漂白化学浆）_fixed_GR,1.0,0.9999999999999998,0.9268374225785745,0.9756124741928581
48,瓦楞纸（高强）_fixed_GR,0.967323795077931,0.9095591269221421,0.7237069615473393,0.8668632945158041
